Date/Time, Wind Speed
5-28-16 12:00 AM,2.7
5-28-16 12:00 AM,2.2
5-28-16 12:00 AM,3.1
5-29-16 12:00 AM,1.8
5-29-16 12:00 AM,0
5-29-16 12:00 AM,2.7
5-30-16 12:00 AM,0.9
5-30-16 12:00 AM,3.1
5-30-16 12:00 AM,0
5-30-16 12:00 AM,0
5-31-16 12:00 AM,0.9
5-31-16 12:00 AM,5.8
5-31-16 12:00 AM,3.6
1-6-16 12:00 AM,0.4
1-6-16 12:00 AM,0
1-6-16 12:00 AM,2.2
1-6-16 12:00 AM,0
2-6-16 12:00 AM,0
2-6-16 12:00 AM,0.9
2-6-16 12:00 AM,2.7
2-6-16 12:00 AM,1.3
3-6-16 12:00 AM,1.8
3-6-16 12:00 AM,0.9
3-6-16 12:00 AM,4
3-6-16 12:00 AM,5.4
4-6-16 12:00 AM,1.8
4-6-16 12:00 AM,1.8
4-6-16 12:00 AM,4.5
5-6-16 12:00 AM,1.8
5-6-16 12:00 AM,0.9
5-6-16 12:00 AM,0
5-6-16 12:00 AM,2.7
6-6-16 12:00 AM,0
6-6-16 12:00 AM,0
6-6-16 12:00 AM,2.7
7-6-16 12:00 AM,4.5
7-6-16 12:00 AM,0.9
7-6-16 12:00 AM,3.6
7-6-16 12:00 AM,0
8-6-16 12:00 AM,2.2
8-6-16 12:00 AM,2.7
8-6-16 12:00 AM,0
8-6-16 12:00 AM,0
9-6-16 12:00 AM,0
9-6-16 12:00 AM,3.1
9-6-16 12:00 AM,2.2
9-6-16 12:00 AM,1.8
10-6-16 12:00 AM,1.8
10-6-16 12:00 AM,0
10-6-16 12:00 AM,5.4
10-6-16 12:00 AM,4
11-6-16 12:00 AM,2.2
11-6-16 12:00 AM,6.3
11-6-16 12:00 AM,1.8
12-6-16 12:00 AM,4.5
12-6-16 12:00 AM,0
12-6-16 12:00 AM,3.6
12-6-16 12:00 AM,4.9
6-13-16 12:00 AM,1.3
6-13-16 12:00 AM,0.4
6-13-16 12:00 AM,6.7
6-14-16 12:00 AM,5.4
6-14-16 12:00 AM,1.8
6-14-16 12:00 AM,4.9
6-14-16 12:00 AM,5.8
6-15-16 12:00 AM,0.9
6-15-16 12:00 AM,0.9
6-15-16 12:00 AM,0.4
6-15-16 12:00 AM,1.8
6-16-16 12:00 AM,0.4
6-16-16 12:00 AM,0.4
6-16-16 12:00 AM,0
6-16-16 12:00 AM,0
6-17-16 12:00 AM,0
6-17-16 12:00 AM,6.3
6-17-16 12:00 AM,1.8
6-17-16 12:00 AM,4
6-18-16 12:00 AM,0
6-18-16 12:00 AM,3.1
6-18-16 12:00 AM,0
6-19-16 12:00 AM,0
6-19-16 12:00 AM,3.6
6-19-16 12:00 AM,3.6
6-19-16 12:00 AM,3.6
6-20-16 12:00 AM,0
6-20-16 12:00 AM,6.3
6-20-16 12:00 AM,4.5
6-21-16 12:00 AM,3.1
6-21-16 12:00 AM,1.3
6-21-16 12:00 AM,4.5
6-21-16 12:00 AM,5.4
6-22-16 12:00 AM,1.8
6-22-16 12:00 AM,2.7
6-22-16 12:00 AM,4.5
6-22-16 12:00 AM,4.9
6-23-16 12:00 AM,3.1
6-23-16 12:00 AM,0.9
6-23-16 12:00 AM,5.8
6-23-16 12:00 AM,4.5
6-24-16 12:00 AM,0.4
6-24-16 12:00 AM,4.9
6-24-16 12:00 AM,2.7
6-24-16 12:00 AM,1.8
6-25-16 12:00 AM,0.9
6-25-16 12:00 AM,5.4
6-25-16 12:00 AM,4
6-26-16 12:00 AM,3.6
6-26-16 12:00 AM,1.3
6-26-16 12:00 AM,3.6
6-26-16 12:00 AM,3.1
6-27-16 12:00 AM,2.2
6-27-16 12:00 AM,0.9
6-27-16 12:00 AM,4
6-27-16 12:00 AM,2.7
6-28-16 12:00 AM,2.2
6-28-16 12:00 AM,0.9
6-28-16 12:00 AM,1.3
6-29-16 12:00 AM,0.9
6-29-16 12:00 AM,5.8
6-29-16 12:00 AM,4.9
6-30-16 12:00 AM,1.8
6-30-16 12:00 AM,0
6-30-16 12:00 AM,5.4
1-7-16 12:00 AM,5.8
1-7-16 12:00 AM,2.2
1-7-16 12:00 AM,7.2
1-7-16 12:00 AM,1.3
2-7-16 12:00 AM,0
2-7-16 12:00 AM,7.6
2-7-16 12:00 AM,4
2-7-16 12:00 AM,2.7
3-7-16 12:00 AM,3.1
3-7-16 12:00 AM,2.2
3-7-16 12:00 AM,4.9
3-7-16 12:00 AM,1.8
4-7-16 12:00 AM,3.1
4-7-16 12:00 AM,9.4
4-7-16 12:00 AM,2.7
4-7-16 12:00 AM,0.9
5-7-16 12:00 AM,0.4
5-7-16 12:00 AM,7.2
5-7-16 12:00 AM,0.9
6-7-16 12:00 AM,1.8
6-7-16 12:00 AM,8.5
6-7-16 12:00 AM,0
6-7-16 12:00 AM,0
7-7-16 12:00 AM,0.9
7-7-16 12:00 AM,4.5
7-7-16 12:00 AM,4.9
8-7-16 12:00 AM,1.8
8-7-16 12:00 AM,0
8-7-16 12:00 AM,0
8-7-16 12:00 AM,0
9-7-16 12:00 AM,0.4
9-7-16 12:00 AM,0
9-7-16 12:00 AM,2.2
9-7-16 12:00 AM,1.8
10-7-16 12:00 AM,1.8
10-7-16 12:00 AM,0
10-7-16 12:00 AM,10.7
10-7-16 12:00 AM,1.3
11-7-16 12:00 AM,1.3
11-7-16 12:00 AM,0.9
11-7-16 12:00 AM,3.1
11-7-16 12:00 AM,0.9
12-7-16 12:00 AM,0
12-7-16 12:00 AM,5.4
12-7-16 12:00 AM,3.6
7-13-16 12:00 AM,1.8
7-13-16 12:00 AM,0
7-13-16 12:00 AM,5.8
7-13-16 12:00 AM,3.1
7-14-16 12:00 AM,0
7-14-16 12:00 AM,4.9
7-14-16 12:00 AM,4
7-15-16 12:00 AM,4.5
7-15-16 12:00 AM,0
7-15-16 12:00 AM,5.4
7-15-16 12:00 AM,0
7-16-16 12:00 AM,0.4
7-16-16 12:00 AM,7.6
7-16-16 12:00 AM,4.5
7-16-16 12:00 AM,3.6
7-17-16 12:00 AM,4.5
7-17-16 12:00 AM,0.4
7-17-16 12:00 AM,6.7
7-17-16 12:00 AM,1.8
7-18-16 12:00 AM,3.1
7-18-16 12:00 AM,0.9
7-18-16 12:00 AM,5.4
