date,value
01-09-12,66
01-09-12,66
01-09-12,66
01-09-12,66
01-09-12,66
01-05-12,130
01-05-12,130
01-05-12,130
01-05-12,130
01-05-12,130
01-05-12,130
01-05-12,130
01-05-12,130
01-05-12,130
01-04-12,409
01-04-12,221
01-04-12,409
01-04-12,221
01-04-12,409
01-04-12,221
01-04-12,409
01-04-12,221
01-03-12,41
01-03-12,41
01-03-12,711
01-03-12,371
01-03-12,41
01-03-12,41
01-03-12,711
01-03-12,371
01-03-12,41
01-03-12,41
01-03-12,711
01-03-12,371
01-03-12,41
01-03-12,41
01-03-12,711
01-03-12,371
01-03-12,41
01-02-12,61
01-02-12,61
01-02-12,759
01-02-12,480
01-02-12,61
01-02-12,61
01-02-12,759
01-02-12,480
01-02-12,61
01-02-12,61
01-02-12,759
01-02-12,480
01-02-12,61
01-02-12,61
01-02-12,759
01-02-12,480
01-02-12,61
01-01-12,419
01-01-12,211
01-01-12,419
01-01-12,211
01-01-12,419
01-01-12,211
01-01-12,419
01-01-12,211
01-12-11,249
01-12-11,170
01-12-11,249
01-12-11,170
01-12-11,249
01-12-11,170
01-12-11,249
01-12-11,170
01-11-11,119
01-11-11,150
01-11-11,119
01-11-11,150
01-11-11,119
01-11-11,150
01-11-11,119
01-11-11,150
01-05-11,170
01-05-11,170
01-05-11,170
01-05-11,170
01-05-11,170
01-05-11,170
01-05-11,170
01-05-11,170
01-05-11,170
01-04-11,180
01-04-11,180
01-04-11,99
01-04-11,20
01-04-11,180
01-04-11,180
01-04-11,99
01-04-11,20
01-04-11,180
01-04-11,180
01-04-11,99
01-04-11,20
01-04-11,180
01-04-11,180
01-04-11,99
01-04-11,20
01-04-11,180
01-03-11,490
01-03-11,361
01-03-11,490
01-03-11,361
01-03-11,490
01-03-11,361
01-03-11,490
01-03-11,361
01-02-11,500
01-02-11,351
01-02-11,500
01-02-11,351
01-02-11,500
01-02-11,351
01-02-11,500
01-02-11,351
01-01-11,130
01-01-11,119
01-01-11,130
01-01-11,119
01-01-11,130
01-01-11,119
01-01-11,130
01-01-11,119
01-12-10,41
01-12-10,41
01-12-10,41
01-12-10,41
01-11-10,41
01-11-10,41
01-11-10,41
01-11-10,41
01-03-10,450
01-03-10,450
01-03-10,450
01-03-10,450
01-02-10,739
01-02-10,180
01-02-10,739
01-02-10,180
01-02-10,739
01-02-10,180
01-02-10,739
01-02-10,180
01-01-10,871
01-01-10,381
01-01-10,871
01-01-10,381
01-01-10,871
01-01-10,381
01-01-10,871
01-01-10,381
